Date_Reference,Hour_of_Day,Market_Charges_per_kWh,Ontario_Hourly_Demand_MWh,Non_RPP_Consumption_MWh,Consumption_TOU_kWh,Rate_per_kWh,Season,Day_Type
2023-04-25,3,0.1391,12791,338,0.617,0.074,Winter,0
2023-04-25,4,0.1391,13098,341,0.622,0.074,Winter,0
2023-04-25,5,0.1391,13596,338,0.66,0.074,Winter,0
2023-04-25,6,0.1391,14817,336,0.732,0.074,Winter,0
2023-04-25,7,0.1391,15729,329,0.792,0.151,Winter,0
2023-04-25,8,0.1391,15730,329,0.741,0.151,Winter,0
2023-04-25,9,0.1391,15168,329,0.719,0.151,Winter,0
2023-04-25,10,0.1391,14906,334,0.723,0.151,Winter,0
2023-04-25,11,0.1391,15338,328,0.76,0.102,Winter,0
2023-04-25,12,0.1391,15420,327,0.786,0.102,Winter,0
2023-04-25,13,0.1391,15260,328,0.763,0.102,Winter,0
2023-04-25,14,0.1391,14851,325,0.754,0.102,Winter,0
2023-04-25,15,0.1391,14918,327,0.779,0.102,Winter,0
2023-04-25,16,0.1391,15302,323,0.856,0.102,Winter,0
2023-04-25,17,0.1391,15670,325,0.945,0.151,Winter,0
2023-04-25,18,0.1391,15974,326,0.984,0.151,Winter,0
2023-04-25,19,0.1391,16275,331,1.033,0.074,Winter,0
2023-04-25,20,0.1391,16667,345,1.123,0.074,Winter,0
2023-04-25,21,0.1391,16185,349,1.136,0.074,Winter,0
2023-04-25,22,0.1391,15307,348,1.032,0.074,Winter,0
2023-04-25,23,0.1391,14202,350,0.893,0.074,Winter,0
2023-04-25,24,0.1391,13410,347,0.771,0.074,Winter,0
2023-04-26,1,0.1391,13109,345,0.687,0.074,Winter,0
2023-04-26,2,0.1391,12928,346,0.641,0.074,Winter,0
2023-04-26,3,0.1391,12814,346,0.62,0.074,Winter,0
2023-04-26,4,0.1391,13038,344,0.626,0.074,Winter,0
2023-04-26,5,0.1391,13648,344,0.665,0.074,Winter,0
2023-04-26,6,0.1391,14814,344,0.738,0.074,Winter,0
2023-04-26,7,0.1391,15826,345,0.801,0.151,Winter,0
2023-04-26,8,0.1391,16034,346,0.754,0.151,Winter,0
2023-04-26,9,0.1391,15698,348,0.72,0.151,Winter,0
2023-04-26,10,0.1391,15381,345,0.723,0.151,Winter,0
2023-04-26,11,0.1391,15178,337,0.73,0.102,Winter,0
2023-04-26,12,0.1391,15060,340,0.756,0.102,Winter,0
2023-04-26,13,0.1391,15057,337,0.756,0.102,Winter,0
2023-04-26,14,0.1391,14878,336,0.755,0.102,Winter,0
2023-04-26,15,0.1391,14805,343,0.79,0.102,Winter,0
2023-04-26,16,0.1391,15045,347,0.901,0.102,Winter,0
2023-04-26,17,0.1391,15395,345,0.994,0.151,Winter,0
2023-04-26,18,0.1391,15556,346,1.019,0.151,Winter,0
2023-04-26,19,0.1391,15867,346,1.06,0.074,Winter,0
2023-04-26,20,0.1391,16302,344,1.129,0.074,Winter,0
2023-04-26,21,0.1391,16133,342,1.136,0.074,Winter,0
2023-04-26,22,0.1391,15206,343,1.048,0.074,Winter,0
2023-04-26,23,0.1391,14116,342,0.903,0.074,Winter,0
2023-04-26,24,0.1391,13301,348,0.775,0.074,Winter,0
2023-04-27,1,0.1391,13024,346,0.692,0.074,Winter,0
2023-04-27,2,0.1391,12873,347,0.652,0.074,Winter,0
2023-04-27,3,0.1391,12880,346,0.633,0.074,Winter,0
2023-04-27,4,0.1391,13075,348,0.638,0.074,Winter,0
2023-04-27,5,0.1391,13634,346,0.673,0.074,Winter,0
2023-04-27,6,0.1391,14754,343,0.743,0.074,Winter,0
2023-04-27,7,0.1391,15651,344,0.8,0.151,Winter,0
2023-04-27,8,0.1391,15431,343,0.752,0.151,Winter,0
2023-04-27,9,0.1391,14620,341,0.722,0.151,Winter,0
2023-04-27,10,0.1391,14258,345,0.716,0.151,Winter,0
2023-04-27,11,0.1391,14359,346,0.73,0.102,Winter,0
2023-04-27,12,0.1391,14193,343,0.741,0.102,Winter,0
2023-04-27,13,0.1391,14108,344,0.726,0.102,Winter,0
2023-04-27,14,0.1391,13976,346,0.713,0.102,Winter,0
2023-04-27,15,0.1391,13771,344,0.742,0.102,Winter,0
2023-04-27,16,0.1391,14104,346,0.807,0.102,Winter,0
2023-04-27,17,0.1391,14735,348,0.879,0.151,Winter,0
2023-04-27,18,0.1391,14984,348,0.901,0.151,Winter,0
2023-04-27,19,0.1391,15373,347,0.944,0.074,Winter,0
2023-04-27,20,0.1391,15610,348,1.058,0.074,Winter,0
2023-04-27,21,0.1391,15588,350,1.085,0.074,Winter,0
2023-04-27,22,0.1391,14563,347,1.012,0.074,Winter,0
2023-04-27,23,0.1391,13415,350,0.873,0.074,Winter,0
2023-04-27,24,0.1391,12598,351,0.748,0.074,Winter,0
2023-04-28,1,0.1391,12360,349,0.664,0.074,Winter,0
2023-04-28,2,0.1391,12257,349,0.618,0.074,Winter,0
2023-04-28,3,0.1391,12225,352,0.595,0.074,Winter,0
2023-04-28,4,0.1391,12368,353,0.6,0.074,Winter,0
2023-04-28,5,0.1391,12864,352,0.63,0.074,Winter,0
2023-04-28,6,0.1391,13709,351,0.697,0.074,Winter,0
2023-04-28,7,0.1391,14807,353,0.766,0.151,Winter,0
2023-04-28,8,0.1391,15020,348,0.738,0.151,Winter,0
2023-04-28,9,0.1391,14926,348,0.728,0.151,Winter,0
2023-04-28,10,0.1391,15086,351,0.734,0.151,Winter,0
2023-04-28,11,0.1391,14889,356,0.755,0.102,Winter,0
2023-04-28,12,0.1391,14851,354,0.781,0.102,Winter,0
2023-04-28,13,0.1391,14830,354,0.762,0.102,Winter,0
2023-04-28,14,0.1391,14708,351,0.756,0.102,Winter,0
2023-04-28,15,0.1391,14542,352,0.8,0.102,Winter,0
2023-04-28,16,0.1391,14937,352,0.903,0.102,Winter,0
2023-04-28,17,0.1391,15236,351,0.97,0.151,Winter,0
2023-04-28,18,0.1391,15224,350,0.977,0.151,Winter,0
2023-04-28,19,0.1391,15194,356,1.007,0.074,Winter,0
2023-04-28,20,0.1391,15259,358,1.076,0.074,Winter,0
2023-04-28,21,0.1391,14760,359,1.077,0.074,Winter,0
2023-04-28,22,0.1391,14032,359,1.011,0.074,Winter,0
2023-04-28,23,0.1391,13296,358,0.905,0.074,Winter,0
2023-04-28,24,0.1391,12641,357,0.797,0.074,Winter,0
2023-04-29,1,0.1391,12167,357,0.699,0.074,Winter,1
2023-04-29,2,0.1391,12078,359,0.641,0.074,Winter,1
2023-04-29,3,0.1391,12070,360,0.609,0.074,Winter,1
2023-04-29,4,0.1391,12015,360,0.598,0.074,Winter,1
2023-04-29,5,0.1391,12273,362,0.605,0.074,Winter,1
2023-04-29,6,0.1391,12739,363,0.635,0.074,Winter,1
2023-04-29,7,0.1391,13474,362,0.705,0.074,Winter,1
2023-04-29,8,0.1391,14360,363,0.825,0.074,Winter,1
2023-04-29,9,0.1391,15018,363,0.93,0.074,Winter,1
2023-04-29,10,0.1391,15185,365,1.011,0.074,Winter,1
2023-04-29,11,0.1391,15069,366,1.064,0.074,Winter,1
2023-04-29,12,0.1391,15179,366,1.088,0.074,Winter,1
2023-04-29,13,0.1391,15254,364,1.083,0.074,Winter,1
2023-04-29,14,0.1391,15119,365,1.074,0.074,Winter,1
2023-04-29,15,0.1391,14813,364,1.054,0.074,Winter,1
2023-04-29,16,0.1391,14935,367,1.075,0.074,Winter,1
2023-04-29,17,0.1391,15205,365,1.122,0.074,Winter,1
2023-04-29,18,0.1391,15074,361,1.121,0.074,Winter,1
2023-04-29,19,0.1391,14893,363,1.108,0.074,Winter,1
2023-04-29,20,0.1391,14993,360,1.12,0.074,Winter,1
2023-04-29,21,0.1391,14288,364,1.101,0.074,Winter,1
2023-04-29,22,0.1391,13718,365,1.037,0.074,Winter,1
2023-04-29,23,0.1391,13060,365,0.934,0.074,Winter,1
2023-04-29,24,0.1391,12468,363,0.821,0.074,Winter,1
2023-04-30,1,0.1391,12261,362,0.716,0.074,Winter,1
2023-04-30,2,0.1391,12098,361,0.648,0.074,Winter,1
2023-04-30,3,0.1391,11894,361,0.603,0.074,Winter,1
2023-04-30,4,0.1391,11943,360,0.583,0.074,Winter,1
2023-04-30,5,0.1391,11810,361,0.585,0.074,Winter,1
2023-04-30,6,0.1391,12338,361,0.607,0.074,Winter,1
2023-04-30,7,0.1391,12638,361,0.667,0.074,Winter,1
2023-04-30,8,0.1391,13235,360,0.772,0.074,Winter,1
2023-04-30,9,0.1391,13933,360,0.896,0.074,Winter,1
2023-04-30,10,0.1391,14373,361,1.005,0.074,Winter,1
2023-04-30,11,0.1391,14539,361,1.083,0.074,Winter,1
2023-04-30,12,0.1391,14644,363,1.125,0.074,Winter,1
2023-04-30,13,0.1391,14631,362,1.114,0.074,Winter,1
2023-04-30,14,0.1391,14589,361,1.104,0.074,Winter,1
2023-04-30,15,0.1391,14638,360,1.102,0.074,Winter,1
2023-04-30,16,0.1391,14872,356,1.127,0.074,Winter,1
2023-04-30,17,0.1391,15388,352,1.187,0.074,Winter,1
2023-04-30,18,0.1391,15329,348,1.204,0.074,Winter,1
2023-04-30,19,0.1391,15154,341,1.213,0.074,Winter,1
2023-04-30,20,0.1391,15421,344,1.23,0.074,Winter,1
2023-04-30,21,0.1391,15160,345,1.205,0.074,Winter,1
2023-04-30,22,0.1391,14293,342,1.086,0.074,Winter,1
2023-04-30,23,0.1391,13415,344,0.923,0.074,Winter,1
2023-04-30,24,0.1391,12749,343,0.778,0.074,Winter,1
2023-05-01,1,0.13856,12342,355,0.68,0.074,Summer,0
2023-05-01,2,0.13856,12233,352,0.626,0.074,Summer,0
2023-05-01,3,0.13856,12069,353,0.599,0.074,Summer,0
2023-05-01,4,0.13856,12258,348,0.598,0.074,Summer,0
2023-05-01,5,0.13856,12759,351,0.63,0.074,Summer,0
2023-05-01,6,0.13856,14008,348,0.708,0.074,Summer,0
2023-05-01,7,0.13856,15138,341,0.8,0.102,Summer,0
2023-05-01,8,0.13856,15595,342,0.773,0.102,Summer,0
2023-05-01,9,0.13856,15345,341,0.748,0.102,Summer,0
2023-05-01,10,0.13856,15593,341,0.743,0.102,Summer,0
2023-05-01,11,0.13856,15514,341,0.783,0.151,Summer,0
2023-05-01,12,0.13856,15279,344,0.804,0.151,Summer,0
2023-05-01,13,0.13856,15088,349,0.801,0.151,Summer,0
2023-05-01,14,0.13856,15037,350,0.796,0.151,Summer,0
2023-05-01,15,0.13856,15194,349,0.814,0.151,Summer,0
2023-05-01,16,0.13856,15406,348,0.934,0.151,Summer,0
2023-05-01,17,0.13856,15603,345,0.999,0.102,Summer,0
2023-05-01,18,0.13856,15674,348,1.04,0.102,Summer,0
2023-05-01,19,0.13856,15806,351,1.089,0.074,Summer,0
2023-05-01,20,0.13856,15888,354,1.144,0.074,Summer,0
2023-05-01,21,0.13856,15398,355,1.144,0.074,Summer,0
2023-05-01,22,0.13856,14721,351,1.035,0.074,Summer,0
2023-05-01,23,0.13856,13854,351,0.899,0.074,Summer,0
2023-05-01,24,0.13856,13095,354,0.774,0.074,Summer,0
2023-05-02,1,0.13856,12726,355,0.683,0.074,Summer,0
2023-05-02,2,0.13856,12562,355,0.632,0.074,Summer,0
2023-05-02,3,0.13856,12472,356,0.603,0.074,Summer,0
2023-05-02,4,0.13856,12619,353,0.603,0.074,Summer,0
2023-05-02,5,0.13856,13148,353,0.643,0.074,Summer,0
2023-05-02,6,0.13856,14185,355,0.717,0.074,Summer,0
2023-05-02,7,0.13856,15192,347,0.793,0.102,Summer,0
2023-05-02,8,0.13856,15582,347,0.765,0.102,Summer,0
2023-05-02,9,0.13856,15332,346,0.741,0.102,Summer,0
2023-05-02,10,0.13856,15347,348,0.738,0.102,Summer,0
2023-05-02,11,0.13856,15380,347,0.759,0.151,Summer,0
2023-05-02,12,0.13856,15237,349,0.769,0.151,Summer,0
2023-05-02,13,0.13856,15087,345,0.775,0.151,Summer,0
2023-05-02,14,0.13856,14894,342,0.804,0.151,Summer,0
2023-05-02,15,0.13856,15069,349,0.839,0.151,Summer,0
2023-05-02,16,0.13856,15461,353,0.933,0.151,Summer,0
2023-05-02,17,0.13856,16122,351,1.036,0.102,Summer,0
2023-05-02,18,0.13856,16158,346,1.06,0.102,Summer,0
2023-05-02,19,0.13856,16146,347,1.097,0.074,Summer,0
2023-05-02,20,0.13856,16342,348,1.163,0.074,Summer,0
2023-05-02,21,0.13856,16082,350,1.157,0.074,Summer,0
2023-05-02,22,0.13856,15102,350,1.058,0.074,Summer,0
2023-05-02,23,0.13856,14129,350,0.91,0.074,Summer,0
2023-05-02,24,0.13856,13472,352,0.791,0.074,Summer,0
2023-05-03,1,0.13856,13122,350,0.703,0.074,Summer,0
2023-05-03,2,0.13856,13013,349,0.651,0.074,Summer,0
2023-05-03,3,0.13856,12905,347,0.622,0.074,Summer,0
2023-05-03,4,0.13856,12989,349,0.622,0.074,Summer,0
2023-05-03,5,0.13856,13458,348,0.658,0.074,Summer,0
2023-05-03,6,0.13856,14474,348,0.735,0.074,Summer,0
2023-05-03,7,0.13856,15506,347,0.817,0.102,Summer,0
2023-05-03,8,0.13856,15741,346,0.783,0.102,Summer,0
2023-05-03,9,0.13856,15621,345,0.772,0.102,Summer,0
2023-05-03,10,0.13856,15580,342,0.769,0.102,Summer,0
2023-05-03,11,0.13856,15440,339,0.785,0.151,Summer,0
2023-05-03,12,0.13856,15134,340,0.794,0.151,Summer,0
2023-05-03,13,0.13856,15094,343,0.782,0.151,Summer,0
2023-05-03,14,0.13856,14947,340,0.771,0.151,Summer,0
2023-05-03,15,0.13856,14951,345,0.808,0.151,Summer,0
2023-05-03,16,0.13856,15457,343,0.893,0.151,Summer,0
2023-05-03,17,0.13856,15733,337,1,0.102,Summer,0
2023-05-03,18,0.13856,15843,336,1.027,0.102,Summer,0
2023-05-03,19,0.13856,15978,341,1.033,0.074,Summer,0
2023-05-03,20,0.13856,16283,338,1.122,0.074,Summer,0
2023-05-03,21,0.13856,16058,340,1.137,0.074,Summer,0
2023-05-03,22,0.13856,15084,338,1.041,0.074,Summer,0
2023-05-03,23,0.13856,14106,341,0.898,0.074,Summer,0
2023-05-03,24,0.13856,13405,345,0.769,0.074,Summer,0
2023-05-04,1,0.13856,12978,346,0.673,0.074,Summer,0
2023-05-04,2,0.13856,12767,349,0.621,0.074,Summer,0
2023-05-04,3,0.13856,12564,352,0.601,0.074,Summer,0
2023-05-04,4,0.13856,12612,351,0.605,0.074,Summer,0
2023-05-04,5,0.13856,13166,348,0.639,0.074,Summer,0
2023-05-04,6,0.13856,14147,343,0.71,0.074,Summer,0
2023-05-04,7,0.13856,15452,340,0.767,0.102,Summer,0
2023-05-04,8,0.13856,15864,338,0.737,0.102,Summer,0
2023-05-04,9,0.13856,15698,339,0.729,0.102,Summer,0
2023-05-04,10,0.13856,15615,333,0.734,0.102,Summer,0
2023-05-04,11,0.13856,15485,335,0.74,0.151,Summer,0
2023-05-04,12,0.13856,15298,335,0.751,0.151,Summer,0
2023-05-04,13,0.13856,15241,339,0.743,0.151,Summer,0
2023-05-04,14,0.13856,15067,343,0.743,0.151,Summer,0
2023-05-04,15,0.13856,14914,350,0.781,0.151,Summer,0
2023-05-04,16,0.13856,15118,355,0.869,0.151,Summer,0
2023-05-04,17,0.13856,15503,353,0.946,0.102,Summer,0
2023-05-04,18,0.13856,15669,350,0.972,0.102,Summer,0
2023-05-04,19,0.13856,15798,349,1.029,0.074,Summer,0
2023-05-04,20,0.13856,16090,350,1.116,0.074,Summer,0
2023-05-04,21,0.13856,15942,355,1.088,0.074,Summer,0
2023-05-04,22,0.13856,14997,354,1.006,0.074,Summer,0
2023-05-04,23,0.13856,13920,353,0.88,0.074,Summer,0
2023-05-04,24,0.13856,13199,356,0.76,0.074,Summer,0
2023-05-05,1,0.13856,12923,356,0.668,0.074,Summer,0
2023-05-05,2,0.13856,12609,354,0.613,0.074,Summer,0
2023-05-05,3,0.13856,12502,353,0.588,0.074,Summer,0
2023-05-05,4,0.13856,12672,354,0.586,0.074,Summer,0
2023-05-05,5,0.13856,13135,356,0.616,0.074,Summer,0
2023-05-05,6,0.13856,14051,354,0.676,0.074,Summer,0
2023-05-05,7,0.13856,14972,353,0.753,0.102,Summer,0
2023-05-05,8,0.13856,15025,343,0.734,0.102,Summer,0
2023-05-05,9,0.13856,14560,347,0.73,0.102,Summer,0
2023-05-05,10,0.13856,14441,352,0.743,0.102,Summer,0
2023-05-05,11,0.13856,14397,352,0.758,0.151,Summer,0
2023-05-05,12,0.13856,14224,353,0.775,0.151,Summer,0
2023-05-05,13,0.13856,14167,351,0.756,0.151,Summer,0
2023-05-05,14,0.13856,14021,342,0.745,0.151,Summer,0
2023-05-05,15,0.13856,13904,337,0.77,0.151,Summer,0
2023-05-05,16,0.13856,14054,330,0.837,0.151,Summer,0
2023-05-05,17,0.13856,14374,331,0.884,0.102,Summer,0
2023-05-05,18,0.13856,14464,330,0.9,0.102,Summer,0
2023-05-05,19,0.13856,14696,336,0.93,0.074,Summer,0
2023-05-05,20,0.13856,15028,336,1.005,0.074,Summer,0
2023-05-05,21,0.13856,14910,337,1.056,0.074,Summer,0
2023-05-05,22,0.13856,14022,339,0.994,0.074,Summer,0
2023-05-05,23,0.13856,13202,337,0.889,0.074,Summer,0
2023-05-05,24,0.13856,12401,336,0.778,0.074,Summer,0
2023-05-06,1,0.13856,12014,336,0.689,0.074,Summer,1
2023-05-06,2,0.13856,11923,335,0.629,0.074,Summer,1
2023-05-06,3,0.13856,11660,334,0.599,0.074,Summer,1
2023-05-06,4,0.13856,11723,334,0.591,0.074,Summer,1
2023-05-06,5,0.13856,12086,334,0.603,0.074,Summer,1
2023-05-06,6,0.13856,12239,335,0.63,0.074,Summer,1
2023-05-06,7,0.13856,12602,332,0.685,0.074,Summer,1
2023-05-06,8,0.13856,12828,329,0.765,0.074,Summer,1
2023-05-06,9,0.13856,12825,330,0.84,0.074,Summer,1
2023-05-06,10,0.13856,12842,331,0.887,0.074,Summer,1
2023-05-06,11,0.13856,12762,332,0.931,0.074,Summer,1
2023-05-06,12,0.13856,12785,331,0.95,0.074,Summer,1
2023-05-06,13,0.13856,12705,331,0.936,0.074,Summer,1
2023-05-06,14,0.13856,12488,328,0.921,0.074,Summer,1
2023-05-06,15,0.13856,12469,320,0.916,0.074,Summer,1
2023-05-06,16,0.13856,12932,323,0.932,0.074,Summer,1
2023-05-06,17,0.13856,13513,322,0.961,0.074,Summer,1
2023-05-06,18,0.13856,13837,320,0.971,0.074,Summer,1
2023-05-06,19,0.13856,14106,317,0.97,0.074,Summer,1
2023-05-06,20,0.13856,14257,323,1.011,0.074,Summer,1
2023-05-06,21,0.13856,13939,333,1.046,0.074,Summer,1
2023-05-06,22,0.13856,13291,334,0.992,0.074,Summer,1
2023-05-06,23,0.13856,12614,333,0.888,0.074,Summer,1
2023-05-06,24,0.13856,11895,325,0.77,0.074,Summer,1
2023-05-07,1,0.13856,11480,326,0.673,0.074,Summer,1
2023-05-07,2,0.13856,11100,324,0.611,0.074,Summer,1
2023-05-07,3,0.13856,10923,328,0.574,0.074,Summer,1
2023-05-07,4,0.13856,10907,333,0.544,0.074,Summer,1
2023-05-07,5,0.13856,11107,332,0.546,0.074,Summer,1
2023-05-07,6,0.13856,11101,330,0.567,0.074,Summer,1
2023-05-07,7,0.13856,11423,325,0.627,0.074,Summer,1
2023-05-07,8,0.13856,11929,323,0.733,0.074,Summer,1
2023-05-07,9,0.13856,12320,324,0.834,0.074,Summer,1
2023-05-07,10,0.13856,13212,322,0.906,0.074,Summer,1
2023-05-07,11,0.13856,13469,320,0.981,0.074,Summer,1
2023-05-07,12,0.13856,13920,317,1.052,0.074,Summer,1
2023-05-07,13,0.13856,13547,308,1.069,0.074,Summer,1
2023-05-07,14,0.13856,13831,311,1.066,0.074,Summer,1
2023-05-07,15,0.13856,14229,310,1.069,0.074,Summer,1
2023-05-07,16,0.13856,14369,306,1.09,0.074,Summer,1
2023-05-07,17,0.13856,14870,306,1.137,0.074,Summer,1
2023-05-07,18,0.13856,14977,309,1.164,0.074,Summer,1
2023-05-07,19,0.13856,14940,310,1.181,0.074,Summer,1
2023-05-07,20,0.13856,14931,308,1.195,0.074,Summer,1
2023-05-07,21,0.13856,14291,308,1.158,0.074,Summer,1
2023-05-07,22,0.13856,13509,309,1.047,0.074,Summer,1
2023-05-07,23,0.13856,12729,306,0.871,0.074,Summer,1
2023-05-07,24,0.13856,12077,307,0.731,0.074,Summer,1
2023-05-08,1,0.13856,11828,309,0.637,0.074,Summer,0
2023-05-08,2,0.13856,11668,310,0.584,0.074,Summer,0
2023-05-08,3,0.13856,11693,308,0.559,0.074,Summer,0
2023-05-08,4,0.13856,11833,309,0.559,0.074,Summer,0
2023-05-08,5,0.13856,12365,310,0.594,0.074,Summer,0
2023-05-08,6,0.13856,13308,308,0.668,0.074,Summer,0
2023-05-08,7,0.13856,14370,300,0.745,0.102,Summer,0
2023-05-08,8,0.13856,14642,298,0.719,0.102,Summer,0
2023-05-08,9,0.13856,14415,298,0.703,0.102,Summer,0
2023-05-08,10,0.13856,14022,302,0.713,0.102,Summer,0
2023-05-08,11,0.13856,13981,303,0.736,0.151,Summer,0
2023-05-08,12,0.13856,13860,300,0.747,0.151,Summer,0
2023-05-08,13,0.13856,13850,301,0.734,0.151,Summer,0
2023-05-08,14,0.13856,13858,302,0.733,0.151,Summer,0
2023-05-08,15,0.13856,13908,303,0.761,0.151,Summer,0
2023-05-08,16,0.13856,14331,308,0.84,0.151,Summer,0
2023-05-08,17,0.13856,15006,303,0.935,0.102,Summer,0
2023-05-08,18,0.13856,15186,302,0.949,0.102,Summer,0
2023-05-08,19,0.13856,15231,301,0.976,0.074,Summer,0
2023-05-08,20,0.13856,15391,302,1.062,0.074,Summer,0
2023-05-08,21,0.13856,15211,300,1.091,0.074,Summer,0
2023-05-08,22,0.13856,14110,294,0.985,0.074,Summer,0
2023-05-08,23,0.13856,13027,295,0.842,0.074,Summer,0
2023-05-08,24,0.13856,12351,294,0.718,0.074,Summer,0
2023-05-09,1,0.13856,11933,290,0.627,0.074,Summer,0
2023-05-09,2,0.13856,11701,290,0.579,0.074,Summer,0
2023-05-09,3,0.13856,11727,290,0.555,0.074,Summer,0
2023-05-09,4,0.13856,11978,288,0.558,0.074,Summer,0
2023-05-09,5,0.13856,12455,292,0.594,0.074,Summer,0
2023-05-09,6,0.13856,13358,293,0.661,0.074,Summer,0
2023-05-09,7,0.13856,14481,291,0.74,0.102,Summer,0
2023-05-09,8,0.13856,14713,281,0.709,0.102,Summer,0
2023-05-09,9,0.13856,14176,288,0.684,0.102,Summer,0
2023-05-09,10,0.13856,13995,293,0.69,0.102,Summer,0
2023-05-09,11,0.13856,13844,293,0.702,0.151,Summer,0
2023-05-09,12,0.13856,13443,291,0.715,0.151,Summer,0
2023-05-09,13,0.13856,13489,294,0.706,0.151,Summer,0
2023-05-09,14,0.13856,13520,296,0.704,0.151,Summer,0
2023-05-09,15,0.13856,13549,299,0.744,0.151,Summer,0
2023-05-09,16,0.13856,14128,298,0.82,0.151,Summer,0
2023-05-09,17,0.13856,14720,289,0.905,0.102,Summer,0
2023-05-09,18,0.13856,14979,290,0.937,0.102,Summer,0
2023-05-09,19,0.13856,15210,299,0.968,0.074,Summer,0
2023-05-09,20,0.13856,15573,299,1.05,0.074,Summer,0
2023-05-09,21,0.13856,15455,303,1.072,0.074,Summer,0
2023-05-09,22,0.13856,14464,306,0.979,0.074,Summer,0
2023-05-09,23,0.13856,13385,305,0.833,0.074,Summer,0
2023-05-09,24,0.13856,12610,304,0.711,0.074,Summer,0
2023-05-10,1,0.13856,12209,304,0.63,0.074,Summer,0
2023-05-10,2,0.13856,12077,303,0.582,0.074,Summer,0
2023-05-10,3,0.13856,12147,302,0.565,0.074,Summer,0
2023-05-10,4,0.13856,12201,297,0.569,0.074,Summer,0
2023-05-10,5,0.13856,12627,293,0.598,0.074,Summer,0
2023-05-10,6,0.13856,13474,290,0.668,0.074,Summer,0
2023-05-10,7,0.13856,14443,289,0.738,0.102,Summer,0
2023-05-10,8,0.13856,14507,291,0.703,0.102,Summer,0
2023-05-10,9,0.13856,14077,294,0.686,0.102,Summer,0
2023-05-10,10,0.13856,13966,291,0.685,0.102,Summer,0
2023-05-10,11,0.13856,13819,290,0.699,0.151,Summer,0
2023-05-10,12,0.13856,13771,288,0.714,0.151,Summer,0
2023-05-10,13,0.13856,13701,287,0.706,0.151,Summer,0
2023-05-10,14,0.13856,13665,286,0.71,0.151,Summer,0
2023-05-10,15,0.13856,13832,290,0.746,0.151,Summer,0
2023-05-10,16,0.13856,14204,290,0.826,0.151,Summer,0
2023-05-10,17,0.13856,14711,289,0.912,0.102,Summer,0
2023-05-10,18,0.13856,14927,290,0.943,0.102,Summer,0
2023-05-10,19,0.13856,15202,291,0.98,0.074,Summer,0
2023-05-10,20,0.13856,15510,301,1.057,0.074,Summer,0
2023-05-10,21,0.13856,15172,305,1.1,0.074,Summer,0
2023-05-10,22,0.13856,14225,305,1.023,0.074,Summer,0
2023-05-10,23,0.13856,13175,306,0.873,0.074,Summer,0
2023-05-10,24,0.13856,12507,306,0.73,0.074,Summer,0
2023-05-11,1,0.13856,11970,305,0.63,0.074,Summer,0
2023-05-11,2,0.13856,11506,304,0.573,0.074,Summer,0
2023-05-11,3,0.13856,11446,306,0.545,0.074,Summer,0
2023-05-11,4,0.13856,11488,305,0.538,0.074,Summer,0
2023-05-11,5,0.13856,12178,306,0.565,0.074,Summer,0
2023-05-11,6,0.13856,13235,303,0.628,0.074,Summer,0
2023-05-11,7,0.13856,14291,301,0.711,0.102,Summer,0
2023-05-11,8,0.13856,14386,298,0.696,0.102,Summer,0
2023-05-11,9,0.13856,14171,296,0.687,0.102,Summer,0
2023-05-11,10,0.13856,14141,299,0.71,0.102,Summer,0
2023-05-11,11,0.13856,14120,297,0.743,0.151,Summer,0
2023-05-11,12,0.13856,14023,297,0.775,0.151,Summer,0
2023-05-11,13,0.13856,14237,300,0.779,0.151,Summer,0
2023-05-11,14,0.13856,14351,304,0.806,0.151,Summer,0
2023-05-11,15,0.13856,14504,303,0.865,0.151,Summer,0
2023-05-11,16,0.13856,14989,307,0.963,0.151,Summer,0
2023-05-11,17,0.13856,15598,306,1.075,0.102,Summer,0
2023-05-11,18,0.13856,15900,305,1.139,0.102,Summer,0
2023-05-11,19,0.13856,16228,304,1.17,0.074,Summer,0
2023-05-11,20,0.13856,16331,306,1.233,0.074,Summer,0
2023-05-11,21,0.13856,16134,302,1.301,0.074,Summer,0
2023-05-11,22,0.13856,14994,302,1.226,0.074,Summer,0
2023-05-11,23,0.13856,13859,300,1.053,0.074,Summer,0
2023-05-11,24,0.13856,12817,297,0.879,0.074,Summer,0
2023-05-12,1,0.13856,12260,299,0.74,0.074,Summer,0
2023-05-12,2,0.13856,11995,295,0.651,0.074,Summer,0
2023-05-12,3,0.13856,11924,293,0.591,0.074,Summer,0
2023-05-12,4,0.13856,11888,297,0.576,0.074,Summer,0
2023-05-12,5,0.13856,12227,293,0.586,0.074,Summer,0
2023-05-12,6,0.13856,12925,294,0.636,0.074,Summer,0
2023-05-12,7,0.13856,14123,296,0.743,0.102,Summer,0
2023-05-12,8,0.13856,14698,303,0.788,0.102,Summer,0
2023-05-12,9,0.13856,14773,308,0.832,0.102,Summer,0
2023-05-12,10,0.13856,14988,313,0.879,0.102,Summer,0
2023-05-12,11,0.13856,15118,317,0.951,0.151,Summer,0
2023-05-12,12,0.13856,15294,321,1.012,0.151,Summer,0
2023-05-12,13,0.13856,15590,324,1.052,0.151,Summer,0
2023-05-12,14,0.13856,15868,327,1.111,0.151,Summer,0
2023-05-12,15,0.13856,16025,325,1.163,0.151,Summer,0
